1,0.0005
7,0.00071
23,0.00087
30,0.001
60,0.00112
70,0.00122
72,0.00132
74,0.00141
76,0.0015
78,0.00158
80,0.00166
82,0.00173
84,0.0018
86,0.00187
88,0.00194
90,0.002
92,0.00206
94,0.00212
96,0.00218
98,0.00235
100,0.0024
102,0.00245
104,0.0025
106,0.00255
108,0.0026
110,0.00265
112,0.00278
114,0.00283
116,0.00287
118,0.00292
120,0.00304
122,0.00316
124,0.0032
126,0.00324
128,0.00328
130,0.00332
132,0.00335
134,0.00354
136,0.00357
138,0.00361
140,0.00364
142,0.00374
144,0.00384
146,0.00387
148,0.00391
150,0.00394
152,0.00403
154,0.00418
156,0.00421
158,0.00424
160,0.00427
162,0.0043
164,0.00444
166,0.00464
168,0.00472
170,0.00485
172,0.00487
174,0.00495
176,0.00502
178,0.0051
180,0.00517
182,0.00524
184,0.00541
186,0.00561
188,0.00572
190,0.00579
192,0.00594
194,0.00604
196,0.0061
198,0.00616
200,0.00622
202,0.00636
204,0.00658
206,0.00667
208,0.00684
210,0.00689
212,0.00695
214,0.007
216,0.00705
218,0.00721
220,0.00743
222,0.00752
224,0.00763
226,0.00778
228,0.00795
230,0.008
232,0.00805
234,0.00828
236,0.00838
238,0.00854
240,0.00859
242,0.00866
244,0.00873
246,0.0088
248,0.00899
250,0.00922
252,0.00937
254,0.00946
256,0.00953
258,0.00959
260,0.00984
262,0.01
264,0.01019
266,0.0103
268,0.01036
270,0.01051
272,0.01076
274,0.01086
276,0.01103
278,0.01122
280,0.01148
282,0.01164
284,0.01191
286,0.0121
288,0.01228
290,0.01237
292,0.01248
294,0.01275
296,0.01282
298,0.01298
300,0.01305
302,0.01311
304,0.01329
306,0.01356
308,0.01376
310,0.01404
312,0.0141
314,0.0142
316,0.01436
318,0.01456
320,0.01484
322,0.01502
324,0.01512
326,0.01541
328,0.01561
330,0.01578
332,0.01607
334,0.01625
336,0.01633
338,0.01663
340,0.01683
342,0.01701
344,0.01731
346,0.01748
348,0.01768
350,0.01799
352,0.0183
354,0.0184
356,0.01861
358,0.01892
360,0.0191
362,0.01942
364,0.01963
366,0.01995
368,0.02011
370,0.02029
372,0.02061
374,0.02094
376,0.02115
378,0.02148
381,0.0217
383,0.02203
386,0.02221
388,0.02255
390,0.0227
393,0.02304
395,0.02325
397,0.0236
400,0.02377
402,0.02412
404,0.02448
406,0.02469
409,0.02486
412,0.02501
415,0.02536
418,0.02557
421,0.02593
424,0.02614
427,0.0265
430,0.02672
433,0.02708
436,0.02725
439,0.02761
442,0.02797
445,0.02834
448,0.02848
451,0.02885
454,0.02922
457,0.02943
460,0.02981
463,0.03019
466,0.03057
469,0.03096
472,0.03134
475,0.03174
478,0.03213
481,0.03253
484,0.03253
487,0.03293
490,0.03293
493,0.03312
496,0.03312
499,0.03314
502,0.03315
505,0.03315
508,0.03315
