frame,truth,target,Lip,bnd
13,83,0,5.53E-05,18083.98376
13,83,60,5.53E-05,18083.66667
13,83,62,5.53E-05,18082.75011
13,83,82,5.53E-05,18082.29133
13,83,64,5.53E-05,18079.96272
13,83,54,5.53E-05,18082.84547
13,83,53,5.53E-05,18080.85354
13,83,80,5.53E-05,18083.91392
13,83,50,5.53E-05,18080.1491
13,83,20,5.53E-05,18078.82702
14,83,0,0.095305586,10.4622116
14,83,62,0.095305971,10.4621693
14,83,60,0.095305842,10.46218349
14,83,70,0.095305857,10.4621819
14,83,82,0.09530653,10.46210737
14,83,61,0.095305811,10.46218633
14,83,20,0.095305813,10.46218603
14,83,40,0.095305011,10.46227405
14,83,47,0.095305714,10.46219698
14,83,57,0.095306913,10.46206536
15,11,70,9.66E-05,10349.52576
15,11,0,9.66E-05,10348.58951
15,11,40,9.66E-05,10350.6372
15,11,76,9.66E-05,10350.98757
15,11,61,9.66E-05,10348.376
15,11,56,9.66E-05,10351.11374
15,11,66,9.66E-05,10350.36829
15,11,67,9.65E-05,10353.88299
15,11,60,9.66E-05,10350.45548
15,11,72,9.66E-05,10353.6581
16,83,0,0.009489917,105.334372
16,83,62,0.009490029,105.3331342
16,83,60,0.00949015,105.33179
16,83,70,0.009489973,105.3337497
16,83,61,0.009490056,105.332832
16,83,82,0.009490625,105.3265068
16,83,57,0.009490265,105.3305091
16,83,76,0.009490621,105.3265586
16,83,59,0.009490496,105.3279391
16,83,79,0.009491025,105.3220707
17,83,0,2.25E-05,44420.54708
17,83,53,2.25E-05,44414.9085
17,83,74,2.25E-05,44418.93149
17,83,62,2.25E-05,44410.74699
17,83,82,2.25E-05,44413.31797
17,83,51,2.25E-05,44410.56163
17,83,71,2.25E-05,44388.96125
17,83,64,2.25E-05,44397.22706
17,83,79,2.25E-05,44399.00808
17,83,60,2.25E-05,44417.73887
18,83,0,0.000191933,5209.845741
18,83,74,0.000191938,5209.707033
18,83,53,0.000191928,5209.960844
18,83,71,0.00019198,5208.555636
18,83,82,0.000191984,5208.463094
18,83,61,0.000191955,5209.234053
18,83,57,0.000191973,5208.756239
18,83,47,0.000192007,5207.825893
18,83,73,0.000192002,5207.979172
18,83,79,0.00019201,5207.750365
19,83,0,0.006838019,145.8792662
19,83,53,0.006838032,145.8789831
19,83,74,0.006838035,145.8789214
19,83,82,0.006837994,145.8797817
19,83,43,0.006838066,145.8782402
19,83,57,0.006838004,145.8795738
19,83,7,0.006838055,145.8784818
19,83,64,0.006838084,145.8778564
19,83,61,0.006838098,145.8775641
19,83,60,0.0068381,145.8775154
20,24,74,0.000284485,3513.768032
20,24,7,0.00028448,3513.828451
20,24,43,0.000284497,3513.620204
20,24,57,0.000284514,3513.408942
20,24,0,0.000284529,3513.216182
20,24,80,0.000284511,3513.444716
20,24,53,0.000284488,3513.728639
20,24,39,0.000284475,3513.885569
20,24,16,0.000284513,3513.415618
20,24,41,0.000284543,3513.042174
21,83,0,0.000392694,2546.290738
21,83,53,0.00039271,2546.18401
21,83,82,0.000392709,2546.192117
21,83,64,0.000392716,2546.142116
21,83,74,0.000392715,2546.148363
21,83,62,0.000392697,2546.266968
21,83,60,0.00039275,2545.925726
21,83,80,0.000392742,2545.977627
21,83,5,0.000392754,2545.901605
21,83,27,0.000392743,2545.970211
22,83,0,6.12E-05,16349.84033
22,83,60,6.12E-05,16346.94327
22,83,62,6.12E-05,16347.92303
22,83,82,6.12E-05,16346.27286
22,83,64,6.12E-05,16350.77418
22,83,57,6.12E-05,16343.9182
22,83,50,6.12E-05,16340.99505
22,83,53,6.12E-05,16346.86009
22,83,51,6.12E-05,16339.06026
22,83,74,6.12E-05,16345.72987
23,83,0,0.000665708,1502.036501
23,83,62,0.000665836,1501.748616
23,83,60,0.000665864,1501.685173
23,83,61,0.000665865,1501.682702
23,83,57,0.000665721,1502.007969
23,83,55,0.000665803,1501.823839
23,83,4,0.000665775,1501.88654
23,83,50,0.000666319,1500.660266
23,83,69,0.000666227,1500.866777
23,83,6,0.000665727,1501.993826
24,83,0,0.002935138,340.0352518
24,83,62,0.002935147,340.0342134
24,83,56,0.002935205,340.0274996
24,83,61,0.002935158,340.0328605
24,83,57,0.002935319,340.0142676
24,83,78,0.00293515,340.03385
24,83,23,0.002934011,340.165774
24,83,48,0.002935507,339.9924986
24,83,20,0.002935588,339.9830546
24,83,6,0.002934697,340.0862754
25,21,56,4.721972247,0.383369443
25,21,23,4.72197934,0.383367996
25,21,78,4.721970089,0.383369492
25,21,57,4.721973698,0.383368888
25,21,0,4.721972378,0.383369031
25,21,76,4.721979171,0.383367842
25,21,51,4.721987027,0.383366502
25,21,2,4.721988406,0.38336622
25,21,55,4.721986679,0.383366509
25,21,40,4.721986703,0.383366427
26,21,56,0.000991402,1007.884707
26,21,45,0.000991368,1007.918859
26,21,78,0.000991346,1007.941033
26,21,2,0.000991562,1007.72197
26,21,8,0.000991306,1007.981684
26,21,69,0.000991857,1007.421768
26,21,76,0.000991238,1008.051501
26,21,23,0.000991669,1007.613409
26,21,37,0.000991773,1007.50766
26,21,0,0.000991583,1007.700788
27,83,0,8.14E-05,12291.39319
27,83,62,8.14E-05,12288.62275
27,83,51,8.14E-05,12290.73092
27,83,82,8.14E-05,12283.65453
27,83,64,8.14E-05,12282.4266
27,83,57,8.14E-05,12280.07063
27,83,61,8.14E-05,12280.359
27,83,27,8.14E-05,12288.12474
27,83,71,8.15E-05,12264.27527
27,83,53,8.14E-05,12281.20301
28,83,0,3.74E-05,26746.01212
28,83,82,3.74E-05,26743.80805
28,83,62,3.74E-05,26743.18509
28,83,64,3.74E-05,26738.41866
28,83,79,3.74E-05,26740.80534
28,83,51,3.74E-05,26742.13264
28,83,71,3.74E-05,26730.16429
28,83,27,3.74E-05,26733.91819
28,83,53,3.74E-05,26733.30421
28,83,74,3.74E-05,26738.57124
29,83,0,1.18E-05,84419.73945
29,83,62,1.18E-05,84447.3379
29,83,64,1.18E-05,84516.15737
29,83,79,1.18E-05,84409.09395
29,83,74,1.18E-05,84436.62753
29,83,82,1.18E-05,84443.41295
29,83,71,1.18E-05,84491.12386
29,83,53,1.19E-05,84229.99962
29,83,58,1.18E-05,84472.63673
29,83,60,1.18E-05,84535.56184
30,83,0,1.64E-05,60946.2914
30,83,62,1.64E-05,60951.07943
30,83,53,1.64E-05,60964.47308
30,83,79,1.64E-05,60905.20201
30,83,64,1.64E-05,60952.42554
30,83,71,1.64E-05,60945.50508
30,83,5,1.64E-05,60911.88463
30,83,51,1.64E-05,60955.41649
30,83,74,1.64E-05,60950.6536
30,83,60,1.64E-05,60871.9587
