frame,truth,target,Lip,bnd
20,24,74,0.001360557,734.682878
20,24,7,0.001360535,734.6945552
20,24,43,0.001360627,734.6450216
20,24,0,0.001360644,734.6356631
20,24,80,0.001360743,734.5820254
20,24,57,0.001360801,734.5510764
20,24,41,0.001360446,734.7423869
20,24,53,0.001360662,734.6258728
20,24,16,0.00136061,734.6538316
20,24,64,0.001360566,734.6779816
21,83,0,0.000451224,2215.960425
21,83,82,0.000451237,2215.89244
21,83,62,0.000451228,2215.940607
21,83,60,0.000451231,2215.922872
21,83,74,0.000451232,2215.918086
21,83,53,0.000451237,2215.895391
21,83,64,0.000451269,2215.73834
21,83,80,0.000451254,2215.811529
21,83,5,0.000451283,2215.667037
21,83,27,0.000451216,2215.99534
22,83,0,3.10E-06,322947.9507
22,83,60,3.10E-06,322995.463
22,83,62,3.10E-06,322944.8315
22,83,64,3.10E-06,322884.2929
22,83,82,3.10E-06,322847.4465
22,83,53,3.10E-06,322659.8055
22,83,79,3.10E-06,322779.3427
22,83,51,3.10E-06,322859.0485
22,83,57,3.10E-06,322960.3123
22,83,74,3.10E-06,322254.4216
23,83,0,0.000751478,1328.512522
23,83,47,0.000751419,1328.616465
23,83,57,0.000751468,1328.529006
23,83,58,0.000751468,1328.529824
23,83,6,0.00075144,1328.578674
23,83,64,0.000751423,1328.608851
23,83,20,0.000751506,1328.461474
23,83,61,0.000751462,1328.539286
23,83,82,0.000751252,1328.910619
23,83,62,0.000751382,1328.680632
24,13,8,0.00060264,1657.838701
24,13,57,0.000602642,1657.835186
24,13,0,0.00060268,1657.728391
24,13,20,0.000602793,1657.417882
24,13,76,0.000602621,1657.890938
24,13,78,0.000602918,1657.074014
24,13,6,0.000602962,1656.953246
24,13,45,0.000602871,1657.203282
24,13,69,0.000602895,1657.136889
24,13,2,0.000603031,1656.764008
25,83,0,0.001062034,941.4784615
25,83,60,0.001062135,941.3884156
25,83,62,0.0010621,941.4193986
25,83,5,0.001062121,941.4010513
25,83,82,0.0010622,941.3313339
25,83,8,0.001062181,941.347808
25,83,57,0.001062111,941.4095696
25,83,3,0.001062155,941.3709055
25,83,79,0.001062201,941.3300348
25,83,4,0.001062246,941.2902303
26,83,0,0.00111241,896.8182296
26,83,60,0.001112408,896.8200714
26,83,62,0.001112412,896.8161988
26,83,80,0.001112416,896.8131841
26,83,82,0.001112407,896.8207609
26,83,47,0.001112428,896.8038382
26,83,2,0.001112392,896.8327781
26,83,76,0.001112409,896.8189822
26,83,49,0.001112421,896.8092291
26,83,70,0.001112397,896.8290166
27,15,45,6.02E-05,16599.36485
27,15,2,6.02E-05,16594.15322
27,15,80,6.02E-05,16594.19309
27,15,60,6.02E-05,16593.77177
27,15,0,6.02E-05,16597.59259
27,15,8,6.02E-05,16591.18342
27,15,70,6.02E-05,16593.64324
27,15,76,6.02E-05,16593.31029
27,15,78,6.02E-05,16597.15034
27,15,62,6.02E-05,16594.19693
28,83,0,0.000303578,3293.557514
28,83,60,0.000303582,3293.513594
28,83,62,0.000303583,3293.500721
28,83,82,0.000303596,3293.36476
28,83,80,0.00030357,3293.640915
28,83,47,0.000303569,3293.660697
28,83,57,0.000303612,3293.189439
28,83,74,0.000303609,3293.222946
28,83,69,0.000303579,3293.543975
28,83,4,0.000303564,3293.710558
29,83,0,1.94E-05,51647.01983
29,83,62,1.94E-05,51648.94904
29,83,53,1.94E-05,51647.51313
29,83,74,1.94E-05,51641.59802
29,83,64,1.94E-05,51627.81346
29,83,51,1.94E-05,51646.39403
29,83,71,1.94E-05,51647.18217
29,83,38,1.94E-05,51645.29412
29,83,60,1.94E-05,51609.15558
29,83,5,1.94E-05,51592.68229
30,83,0,1.16E-05,86153.10015
30,83,62,1.16E-05,86149.44592
30,83,71,1.16E-05,86159.61398
30,83,74,1.16E-05,86089.65617
30,83,53,1.16E-05,86165.27311
30,83,64,1.16E-05,85986.88168
30,83,82,1.16E-05,86001.93089
30,83,38,1.16E-05,86021.06322
30,83,79,1.16E-05,85891.7918
30,83,51,1.16E-05,86201.8821
